SquareRootSum,Well Name,API Number
24359.35453290173,BB-OLE ANDERSON- 151-95-3130H-4,33-053-06505-0000
26344.57905544137,AN-PROSSER- 152-95-1102H-10,33-053-06537-0000
24909.304506165965,THOMPSON 44X-20A,33-053-06562-0000
28927.216241320213,HOLSTEIN FEDERAL 8-25H,33-053-06626-0000
25692.839173193763,KIRKLAND 6-7-1-12BHD,33-053-06638-0000
25322.327791449192,BB-EIDE- 151-95-3328H-5,33-053-06661-0000
25733.103115421196,TOBACCO GARDEN 24X-32AXB,33-053-06726-0000
25702.997690736385,SKAAR FEDERAL 153-96-28-21-11H,33-053-06733-0000
25997.60116053979,RITA 44X-34D,33-053-06754-0000
25460.344082702417,KLAMM 34X-9G,33-053-06768-0000
25529.933120327598,GUDMUNSON 4-1-26TFH,33-053-06823-0000
26042.879817908004,STEVE 1-16H,33-053-06871-0000
25614.926209944468,HYSTED 5200 11-30 6B,33-053-06898-0000
25394.346003793835,LOOMER 44-33-2H,33-053-06908-0000
25651.708694589917,LOOMER 44-33TFHU,33-053-06909-0000
26834.52103672432,ORA 32-24MBH,33-053-06210-0000
25958.321636623583,ROUGH COULEE USA 24-22TFH,33-053-06521-0000
26349.855101909005,POPLAR 32-29HE,33-053-06919-0000
24244.40362480587,HARLEY FEDERAL 24X-15B,33-053-06939-0000
26962.291631137366,LARSEN FEDERAL 152-96-9-4-12H,33-053-07012-0000
25177.48831055433,HA-CHAPIN- 152-95-2932H-6,33-053-07079-0000
25386.60521157565,LAWLAR N 5199 41-23 3T,33-053-07110-0000
25373.24460318191,ROLLA FEDERAL 21-3-1TFH,33-053-07153-0000
25166.558354618137,HA-STATE- 152-95-1621H-9,33-053-07171-0000
26476.6674546779,CHARLOTTE 7X-22H,33-053-07217-0000
19529.85521158823,FIRE 151-94-16DH,33-053-07263-0000
25490.428907996036,ROLFSON S 5198 11-29 3BX,33-053-07267-0000
26017.531195947475,NORFOLK 11-1H,33-053-07282-0000
26194.735772229124,KDM 4-7-6T2HD,33-053-07316-0000
25617.790492710334,FORLAND 5198 44-33 11T,33-053-07399-0000
25483.62966857155,ROLLA FEDERAL 11-3-1H,33-053-07417-0000
24969.05955618673,ROLLA FEDERAL 11-3-1TFHU,33-053-07420-0000
25748.416532052994,KDM 1-7-6T3HD,33-053-07422-0000
25201.11855216748,KERMIT USA 14-9H,33-053-07507-0000
26658.929160866533,BLEGEN RANCH 3D TFH-ULW,33-053-07578-0000
25603.903427799833,GRIZZLY 24-13HA,33-053-07617-0000
26429.986763439745,OYLOE 5199 42-23 2B,33-053-07651-0000
24241.38315732211,RACER 152-94-18A-19H-TF,33-053-07678-0000
26670.19303981319,HAGEN BANKS 5198 13-6 12T,33-053-07716-0000
26539.928982996546,HAGEN BANKS 5198 13-6 11B,33-053-07717-0000
26073.503490133426,VEEDER  4D MTFH,33-053-07804-0000
30795.58910200615,MONROE 11-2H1,33-053-07825-0000
25578.322589888496,SC-1WX -152-99-0809H-6,33-053-07844-0000
25475.15887482549,LILLIBRIDGE 3C MBH,33-053-07712-0000
33030.91512323568,LUNDIN  11X-4E,33-053-07871-0000
25202.064493878275,GULLY 152-94-16A-21H-TF1,33-053-07963-0000
25541.249185582135,DENALI 21-4MBH,33-053-05522-0000
25317.2159281466,DUDLEY DAWSON 7-2-11H,33-053-06039-0000
25020.735906893307,FRISCO 3-31H,33-053-06229-0000
25865.148749282303,P. LEVANG 2-14-23BH,33-053-06252-0000
25521.832197945743,MOBERG 20-17-19-18LL,33-053-06293-0000
25515.12474514675,MARLENE  42X-20F2,33-053-06489-0000
28735.016450491203,HOLSTEIN FEDERAL 12-25H,33-053-06622-0000
28966.2892089477,HOLSTEIN FEDERAL 11-25H2,33-053-06623-0000
27385.12287703672,SOVIG 24-22-5H,33-053-05606-0000
26426.243741735223,HOLSTEIN FEDERAL  2-25H,33-053-05653-0000
19091.04228218302,WOLLAN 152-96-27C-6H,33-053-05744-0000
25837.72923579973,LILLIBRIDGE 11-27MBH NH,33-053-05890-0000
25077.560983325315,GRAMMA FEDERAL 5300 41-31 13T,33-053-06232-0000
24970.693648643402,KLINE FEDERAL 5300 11-18 2B,33-053-06243-0000
25134.570007161452,KOALA 13-31-30-4H,33-053-06245-0000
25234.89824310968,REMINGTETON 8-8-10MBH ULW,33-053-06295-0000
25878.366573097308,AIDEN 3-3-13UTFH,33-053-06338-0000
25252.377089630594,STEN-RAV 1H,33-053-06400-0000
25119.558935636192,PAULSON 36-1  #7TFH,33-053-06439-0000
25351.789705661806,LOVAAS 8-1-1MBH,33-053-06553-0000
25158.460328185825,FOSSUM 15-35HR,33-053-06743-0000
25820.921847294685,CHAMELEON STATE 31-16-1H,33-053-06884-0000
23327.44290337027,KINGS CANYON 6-8-34UTFH,33-053-06301-0000
25241.48055585488,BB-EIDE- 151-95-3328H-6,33-053-06662-0000
25195.143327683214,LANSING 9-25H,33-053-07063-0000
25283.939973748158,FOREMAN 3-2-1TH,33-053-07070-0000
25883.06971895142,LUNDIN 11X-15E,33-053-07115-0000
25727.348343599268,AN-EVENSON- 152-95-0310H-13,33-053-07135-0000
25221.81712876572,BB-SIVERTSON- 151-95-2019H-7,33-053-07235-0000
25860.482986394512,RACHEL WOLF  22HC,33-053-07256-0000
26065.047140952956,STENEHJEM 8H,33-053-07320-0000
25490.092416662595,TOBACCO GARDEN 31X-29C,33-053-07355-0000
25663.75061936388,TIPI V 5-13-12BH,33-053-07455-0000
25437.731680558703,GARNESS USA 31-4TFH-2B,33-053-07474-0000
25459.773194639813,MANDAREE 31-0706H,33-053-07503-0000
23834.00601570999,FLATLAND 43-9-2H,33-053-07529-0000
25442.290457081494,OYLOE 5199 14-26 10T,33-053-07573-0000
26295.688487118947,OYLOE 5199 42-23 6B,33-053-07655-0000
30803.439066157858,MONROE 10-2H1,33-053-07826-0000
26478.792636449645,MATHISTAD  22A MBH,33-053-07852-0000
25258.74099304239,ND LEVANG 5-16-21BHD,33-053-07944-0000
25546.357746684753,DODGE  1B TFH,33-053-07950-0000
26159.628826359523,OTIS 28-33-32-29BHD,33-053-07976-0000
26252.75203015676,JONES 3-15-23TH,33-053-06233-0000
25344.193125765516,LANSING 4-25AH1,33-053-05644-0000
25523.42471504167,TETON 2-8-10MBH,33-053-06277-0000
26491.015560751912,ETSTATIS 32-29HS,33-053-06426-0000
25566.526080177573,ROEN 24X-23E,33-053-06745-0000
25381.563252410204,ANDERSMADSON 5201 42-24 6T,33-053-06863-0000
26598.50856612829,ETHEL USA 13-35TFH-2B,33-053-06866-0000
25664.17474578912,LEFTY 5200 12-30 10T,33-053-06894-0000
26184.90831776961,CHERYL 17-20 #6TFH,33-053-06899-0000
30354.2406055579,MONROE 6-2H,33-053-06589-0000
26131.097497351697,ROLFSON S 5198 43-20 10T,33-053-07379-0000
25185.95368997569,HENDERSON 1-12-2-11T2H,33-053-06845-0000
25907.897501435735,VEEDER  4C MBH,33-053-07803-0000
26433.004050241812,JOHNSON 31X-6HXE,33-053-07338-0000
24683.416467338957,MANDAREE 30-0706H,33-053-07501-0000
24897.91336678839,MANDAREE 24-0706H,33-053-07502-0000
25466.433518936254,OYLOE 5199 14-26 11B,33-053-07574-0000
23895.49008096716,FLATLAND 43-9-1H,33-053-07530-0000
32593.649250097787,LUNDIN FEDERAL 11X-4B,33-053-07870-0000
25366.94890935053,ND LEVANG 7-16-21BHD,33-053-07911-0000
24957.829046806135,MORGAN 14-21MBH,33-053-06407-0000
24963.930704189996,ANDERSMADSON 5201 43-24 7B,33-053-06795-0000
25740.437022865404,LOVAAS  5-8-12 UTFH,33-053-07708-0000
25619.794644992766,WHITE 5198 13-6 15T,33-053-07715-0000
26038.80256394483,VEEDER  4E MBH-ULW,33-053-07805-0000
24505.03054712644,STATE 31-3-5HU,33-053-06268-0000
